0,0,0,0,0,0,9,10,10,10,10,10,10,11,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,6,7,7,7,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,76,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,16,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,16,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,16,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,21,22,22,22,22,22,22,23,0,0,0,0,0,0
